Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study
SRR10357170,RNA-Seq,299,9006017579,PRJNA580004,SAMN13149082,3485834516,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066571,GSM4142757,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2021-06-18T08:26:00Z,2,GSM4142757,in vivo embryo,SRP227266
SRR10357171,RNA-Seq,299,11334083784,PRJNA580004,SAMN13149081,4409450031,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066572,GSM4142758,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2021-06-16T20:17:00Z,2,GSM4142758,in vivo embryo,SRP227266
SRR10357172,RNA-Seq,299,9421672439,PRJNA580004,SAMN13149080,3533640394,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066573,GSM4142759,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:39:00Z,1,GSM4142759,in vivo embryo,SRP227266
SRR10357173,RNA-Seq,299,10761558524,PRJNA580004,SAMN13149079,4018098143,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066574,GSM4142760,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:40:00Z,1,GSM4142760,in vivo embryo,SRP227266
SRR10357174,RNA-Seq,299,10979954600,PRJNA580004,SAMN13149077,4082126742,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066575,GSM4142761,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:39:00Z,1,GSM4142761,in vivo embryo,SRP227266
SRR10357175,RNA-Seq,299,9029824686,PRJNA580004,SAMN13149076,3514579172,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066576,GSM4142762,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:31:00Z,1,GSM4142762,in vivo embryo,SRP227266
SRR10357176,RNA-Seq,299,8812509667,PRJNA580004,SAMN13149075,3392859199,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066577,GSM4142763,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:36:00Z,1,GSM4142763,in vivo embryo,SRP227266
SRR10357177,RNA-Seq,299,11941547191,PRJNA580004,SAMN13149074,4625405158,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066578,GSM4142764,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:42:00Z,1,GSM4142764,in vivo embryo,SRP227266
SRR10357178,RNA-Seq,299,14360453097,PRJNA580004,SAMN13149073,5554535687,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066579,GSM4142765,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:48:00Z,1,GSM4142765,in vivo embryo,SRP227266
SRR10357179,RNA-Seq,299,11924100964,PRJNA580004,SAMN13149072,4614717458,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066580,GSM4142766,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:43:00Z,1,GSM4142766,in vivo embryo,SRP227266
SRR10357180,RNA-Seq,299,16696405493,PRJNA580004,SAMN13149078,6482298180,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066581,GSM4142767,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:55:00Z,1,GSM4142767,in vivo embryo,SRP227266
SRR10357181,RNA-Seq,299,10172290210,PRJNA580004,SAMN13149071,4095917670,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066582,GSM4142768,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:37:00Z,1,GSM4142768,in vivo embryo,SRP227266
SRR10357182,RNA-Seq,299,10487617198,PRJNA580004,SAMN13149070,3910316926,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066583,GSM4142769,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:37:00Z,1,GSM4142769,in vivo embryo,SRP227266
SRR10357183,RNA-Seq,299,10959577091,PRJNA580004,SAMN13149018,4070595366,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066584,GSM4142770,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:57:00Z,1,GSM4142770,in vivo embryo,SRP227266
SRR10357184,RNA-Seq,299,11765463960,PRJNA580004,SAMN13149069,4411479995,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066585,GSM4142771,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:39:00Z,1,GSM4142771,in vivo embryo,SRP227266
SRR10357185,RNA-Seq,299,10866277113,PRJNA580004,SAMN13149068,4096283436,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066586,GSM4142772,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:40:00Z,1,GSM4142772,in vivo embryo,SRP227266
SRR10357186,RNA-Seq,299,9968030207,PRJNA580004,SAMN13149067,4032597359,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066587,GSM4142773,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:39:00Z,1,GSM4142773,in vivo embryo,SRP227266
SRR10357187,RNA-Seq,299,9070017748,PRJNA580004,SAMN13149066,3380662783,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",morula,SRX7066588,GSM4142774,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:37:00Z,1,GSM4142774,in vivo embryo,SRP227266
SRR10357188,RNA-Seq,300,10592470200,PRJNA580004,SAMN13149065,4364428553,oocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",MII oocyte,SRX7066589,GSM4142775,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:41:00Z,1,GSM4142775,in vivo embryo,SRP227266
SRR10357189,RNA-Seq,300,10973540100,PRJNA580004,SAMN13149064,4488105532,oocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",MII oocyte,SRX7066590,GSM4142776,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:42:00Z,1,GSM4142776,in vivo embryo,SRP227266
SRR10357190,RNA-Seq,298,8844156462,PRJNA580004,SAMN13149063,3337865904,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",blastocyst,SRX7066591,GSM4142777,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:36:00Z,1,GSM4142777,in vivo embryo,SRP227266
SRR10357191,RNA-Seq,298,10408320694,PRJNA580004,SAMN13149062,3943694470,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",blastocyst,SRX7066592,GSM4142778,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:56:00Z,1,GSM4142778,in vivo embryo,SRP227266
SRR10357192,RNA-Seq,299,13417229155,PRJNA580004,SAMN13149061,5176650641,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",blastocyst-trophoblast,SRX7066593,GSM4142779,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:49:00Z,1,GSM4142779,in vivo embryo,SRP227266
SRR10357193,RNA-Seq,299,13152534002,PRJNA580004,SAMN13149060,5287798705,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",blastocyst-trophoblast,SRX7066594,GSM4142780,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:42:00Z,1,GSM4142780,in vivo embryo,SRP227266
SRR10357194,RNA-Seq,299,12975316996,PRJNA580004,SAMN13149059,5213128854,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",blastocyst-trophoblast,SRX7066595,GSM4142781,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:49:00Z,1,GSM4142781,in vivo embryo,SRP227266
SRR10357195,RNA-Seq,299,8357518428,PRJNA580004,SAMN13149058,3058279018,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1-cell,SRX7066596,GSM4142782,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:37:00Z,1,GSM4142782,in vivo embryo,SRP227266
SRR10357196,RNA-Seq,299,8691208368,PRJNA580004,SAMN13149057,3187226342,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1-cell,SRX7066597,GSM4142783,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:36:00Z,1,GSM4142783,in vivo embryo,SRP227266
SRR10357197,RNA-Seq,299,9595155021,PRJNA580004,SAMN13149056,3770270549,blastomere,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1-cell,SRX7066598,GSM4142784,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Sus scrofa,ILLUMINA,2019-10-29T00:00:00Z,2019-10-28T16:38:00Z,1,GSM4142784,in vivo embryo,SRP227266
