Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
C03,EK18,PWSIC,200.857055664063,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,4017.14111328125,,,208.685485839844,193.080368041992,16260,2552,13708,552,2000,2856,10852,1.85700429544367,1.4517195224762,,,1.52633171818344,1.37710731505111,2,,1750,,,UBE3A,0.725859758308637,,,0.76316585909172,0.688553657525554,42.0578644825689,,,43.3103388720979,40.8053900930398,9119.64796576904,666.605382531386,1993.30677689932,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,204.844650268555,196.882934570313,,,1.48978646901947,1.41365256421508,,,0.744893234509734,0.70682628210754,,,42.6968736790592,41.4188552860786
C03,EK18,UBE3A,276.716064453125,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,5534.3212890625,,,286.065093994141,267.440765380859,16260,3408,12852,552,2000,2856,10852,1.85700429544367,,,,,,,,1750,,,,,,,,,,,,,,5107.43598407871,943.413376590599,1816.16793048479,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,281.476684570313,271.974639892578,,,,,,,,,,,,
C04,EK26,PWSIC,70.7764511108398,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,1415.52905273438,,,75.5505676269531,66.0216217041016,14524,848,13676,344,504,5522,8154,0.217455460561922,0.232583805918694,,,0.249357791040303,0.215809835681973,2,,1750,,,UBE3A,0.116291906680569,,,0.124678895520151,0.107904917840987,10.4176968393847,,,11.0907517745103,9.74464190425908,8350.30354107551,670.320158675875,1118.72458640067,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,73.2098007202148,68.3481140136719,,,0.24114188664284,0.224025740079436,,,0.12057094332142,0.112012870039718,,,10.7610890608118,10.0743046179576
C04,EK26,UBE3A,608.610290527344,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,12172.2060546875,,,624.465698242188,592.965576171875,14524,5866,8658,344,504,5522,8154,0.217455460561922,,,,,,,,1750,,,,,,,,,,,,,,5037.39145227296,895.334652272183,2568.24192222568,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,616.673095703125,600.602294921875,,,,,,,,,,,,
C05,EK02,PWSIC,113.302055358887,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,2266.041015625,,,119.352798461914,107.282279968262,14758,1355,13403,588,767,5641,7762,2.44077370394262,0.351283729076386,,,0.371976043400718,0.330591386051246,2,,1750,,,UBE3A,0.175641857362991,,,0.185988021700359,0.165295693025623,14.940081986955,,,15.688646598511,14.1915173753989,7625.58836142902,632.975794576366,1274.99978346953,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,116.385276794434,110.22688293457,,,0.361840898345484,0.34072653110648,,,0.180920449172742,0.17036326555324,,,15.3219981153658,14.5581658585442
C05,EK02,UBE3A,645.074340820313,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,12901.486328125,,,661.408386230469,628.963928222656,14758,6229,8529,588,767,5641,7762,2.44077370394262,,,,,,,,1750,,,,,,,,,,,,,,4825.19856781285,877.826258264542,2543.91801298581,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,653.379760742188,636.8271484375,,,,,,,,,,,,
C06,EK10,PWSIC,151.255020141602,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,3025.10034179688,,,158.135437011719,144.414642333984,15500,1870,13630,374,1496,2885,10745,0,1.08932244777679,,,1.15134225887455,1.02730261690884,2,,1750,,,UBE3A,0.544661218945848,,,0.575671129437275,0.513651308454422,35.2608851873391,,,36.5605579770819,33.9612123975963,8154.41122988125,670.258062860569,1573.18492881726,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,154.760406494141,147.760070800781,,,1.1209648227036,1.05768005307979,,,0.5604824113518,0.528840026539897,,,35.923975565397,34.5977948092813
C06,EK10,UBE3A,277.704772949219,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,5554.095703125,,,287.300445556641,268.186737060547,15500,3259,12241,374,1496,2885,10745,0,,,,,,,,1750,,,,,,,,,,,,,,5146.11918722073,930.110882220827,1816.56062841403,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,282.590728759766,272.838989257813,,,,,,,,,,,,
C07,EK18,PWSIC,142.530914306641,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,2850.6181640625,,,148.997283935547,136.099899291992,16468,1879,14589,376,1503,3073,11516,0,1.03103411197662,,,1.08904792454033,0.973020268328229,2,,1750,,,UBE3A,0.515517048217141,,,0.544523962270167,0.486510134164115,34.015918779904,,,35.2788505133812,32.7529870464267,8896.80819122331,665.420386987239,1604.62233526023,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,145.825653076172,139.245391845703,,,1.06063274661844,1.00143544625012,,,0.530316373309221,0.500717723125061,,,34.6602664433151,33.3715711164929
C07,EK18,UBE3A,276.481475830078,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,5529.62939453125,,,285.7666015625,267.269104003906,16468,3449,13019,376,1503,3073,11516,0,,,,,,,,1750,,,,,,,,,,,,,,4981.19132597877,916.352707550286,1767.67821125199,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,281.209655761719,271.772277832031,,,,,,,,,,,,
C08,EK26,PWSIC,0.0728216767311096,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,1.45643353462219,,,0.347836971282959,0.00305841956287622,16156,1,16155,1,0,6588,9567,0.0728216765374658,0.000236266263527796,,,0.000795604344354876,0,2,,1750,,,UBE3A,0.000118133129719814,,,0.000397802172177438,0,0.0118119175931881,,,0.0397722153737829,0,2463.22900390625,681.496125119539,681.606408164771,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,0.181261509656906,0.0197342280298471,,,0.000498316359993204,0,,,0.000249158179996602,0,,,0.0249113274894819,0
C08,EK26,UBE3A,616.437377929688,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,12328.748046875,,,631.589965820313,601.4775390625,16156,6589,9567,1,0,6588,9567,0.0728216765374658,,,,,,,,1750,,,,,,,,,,,,,,5051.45188777134,885.544870511559,2584.55213324521,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,624.143920898438,608.781066894531,,,,,,,,,,,,
C09,EK02,SNORD107,683.792053222656,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,13675.8408203125,,,702.828186035156,665.05908203125,11754,5181,6573,2219,2962,2799,3774,2.22638695117798,2.08799958229065,,,2.1701616006856,2.00583778353312,2,,1750,,,UBE3A,1.04399984605468,,,1.0850808003428,1.00291889176656,51.0763172546125,,,52.0596008778228,50.0930336314023,8782.75215754153,483.906221446355,4141.92228363021,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,693.465881347656,674.197204589844,,,2.12991638075115,2.04608300346757,,,1.06495819037558,1.02304150173378,,,51.5779608288052,50.5746736804199
C09,EK02,UBE3A,654.973327636719,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13099.466796875,,,673.475341796875,636.7578125,11754,5018,6736,2219,2962,2799,3774,2.22638695117798,,,,,,,,2000,,,,,,,,,,,,,,5074.26642451433,1088.30676795071,2789.98666897474,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,664.376770019531,645.644470214844,,,,,,,,,,,,
C10,EK10,SNORD107,311.027618408203,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,6220.55224609375,,,321.054168701172,301.085754394531,16142,3750,12392,822,2928,2839,9553,0,2.05564475059509,,,2.14952340888768,1.96176606949394,2,,1750,,,UBE3A,1.02782236959541,,,1.07476170444384,0.980883034746971,50.686015945296,,,51.8275190892405,49.5445128013515,7600.99607070313,531.556197442879,2173.8805392051,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,316.132507324219,305.944763183594,,,2.10354109693315,2.00774838144847,,,1.05177054846658,1.00387419072423,,,51.2684042889199,50.1036276016721
C10,EK10,UBE3A,302.608337402344,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,6052.1669921875,,,312.479156494141,292.819610595703,16142,3661,12481,822,2928,2839,9553,0,,,,,,,,2000,,,,,,,,,,,,,,5199.31698202442,997.282659980084,1950.30258644547,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,307.634124755859,297.603912353516,,,,,,,,,,,,
C11,EK18,SNORD107,273.616973876953,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,5472.33935546875,,,283.157287597656,264.153411865234,15421,3200,12221,650,2550,2438,9783,1.10826150637833,2.0816535949707,,,2.1848006021617,1.97850666604259,2,,1750,,,UBE3A,1.04082681705107,,,1.09240030108085,0.989253333021294,51.0002518761015,,,52.2385184973637,49.7619852548394,8115.4972939682,529.70283799093,2103.82528524644,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,278.474822998047,268.779113769531,,,2.13427889086026,2.02902837734404,,,1.06713944543013,1.01451418867202,,,51.6320115885275,50.3684921636755
C11,EK18,UBE3A,262.884246826172,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,5257.68505859375,,,272.212615966797,253.629272460938,15421,3088,12333,650,2550,2438,9783,1.10826150637833,,,,,,,,2000,,,,,,,,,,,,,,5124.24278267183,985.707068154173,1814.43401753687,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,267.634399414063,258.153228759766,,,,,,,,,,,,
C12,EK26,SNORD107,75.2890396118164,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,1505.78076171875,,,80.0647048950195,70.5326843261719,15470,959,14511,395,564,6028,8483,0,0.238580897450447,,,0.254797205226168,0.22236458034406,2,,1750,,,UBE3A,0.119290446392557,,,0.127398602613084,0.11118229017203,10.6576846766652,,,11.3048817041034,10.010487649227,8685.98238470656,530.791338024885,1036.33938028524,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,77.7231750488281,72.8599243164063,,,0.246854436493969,0.230307349076259,,,0.123427218246985,0.11515367453813,,,10.9878838458175,10.3274855075129
C12,EK26,UBE3A,631.140563964844,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,12622.8115234375,,,646.866149902344,615.622375488281,15470,6423,9047,395,564,6028,8483,0,,,,,,,,2000,,,,,,,,,,,,,,5136.82999210753,935.124971995475,2679.63378545247,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,639.137512207031,623.197509765625,,,,,,,,,,,,
D01,EK03,PWSIC,404.054168701172,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,8081.08349609375,,,417.622955322266,390.640106201172,11972,3480,8492,1309,2171,3073,5419,7.67735414147786,1.50720500946045,,,1.57472658995249,1.43968344553842,2,,1750,,,UBE3A,0.753602508872727,,,0.787363294976247,0.719841722769208,42.9745341409877,,,44.0724024124908,41.8766658694846,8115.90577329438,620.048423939587,2798.93111486463,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,410.957427978516,397.191162109375,,,1.54165339741145,1.47275663807946,,,0.770826698705726,0.736378319039728,,,43.5346482171829,42.4144200647925
D01,EK03,UBE3A,536.163513183594,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,10723.2705078125,,,552.286376953125,520.258666992188,11972,4382,7590,1309,2171,3073,5419,7.67735414147786,,,,,,,,1750,,,,,,,,,,,,,,4957.32507140361,961.329185604452,2423.9464568684,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,544.361877441406,528.02197265625,,,,,,,,,,,,
D02,EK11,PWSIC,409.667449951172,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,8193.3486328125,,,421.915130615234,397.545928955078,14919,4387,10532,1584,2803,3716,6816,4.41153767909267,1.58679020404816,,,1.65068157923701,1.52289875654968,2,,1750,,,UBE3A,0.793395083946673,,,0.825340789618503,0.761449378274842,44.2398382291018,,,45.2330927172466,43.2465837409571,8216.61142615411,647.006907896628,2872.88364370971,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,415.900360107422,403.467407226563,,,1.61938688511108,1.55419345067562,,,0.809693442555538,0.777096725337808,,,44.746586084477,43.7330903737266
D02,EK11,UBE3A,516.347351074219,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,10326.947265625,,,530.444763183594,502.416870117188,14919,5300,9619,1584,2803,3716,6816,4.41153767909267,,,,,,,,1750,,,,,,,,,,,,,,5150.87284023069,984.361132522521,2464.52146839311,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,523.518798828125,509.219329833984,,,,,,,,,,,,
D03,EK19,PWSIC,2.8997528553009,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,57.9950561523438,,,4.71075010299683,1.62670981884003,5687,14,5673,2,12,1927,3746,0,0.011898691765964,,,0.018248700695158,0.00554868242260293,2,,1750,,,UBE3A,0.00594934577944023,,,0.00912435034757899,0.00277434121130146,0.59141603942597,,,0.90517210429271,0.277659974559231,7110.69119698661,562.071706448075,578.192802433226,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,3.74720788002014,2.19113922119141,,,0.0151028758014078,0.00869450731635312,,,0.00755143790070389,0.00434725365817656,,,0.749735849282611,0.43309622956933
D03,EK19,UBE3A,487.407012939453,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,9748.140625,,,509.520568847656,465.701477050781,5687,1929,3758,2,12,1927,3746,0,,,,,,,,1750,,,,,,,,,,,,,,4167.27357747902,754.515794381491,1912.10499142653,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,498.637481689453,476.28271484375,,,,,,,,,,,,
D04,EK27,PWSIC,179.785369873047,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,3595.70751953125,,,187.733001708984,171.891067504883,13993,1983,12010,831,1152,4999,7011,0.807252032500799,0.567098438739777,,,0.596105013303375,0.538091891454771,2,,1750,,,UBE3A,0.283549226189536,,,0.298052506651688,0.269045945727385,22.0910285639225,,,22.971349817054,21.210707310791,7965.18450444501,648.513212782378,1685.38587564002,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,183.833572387695,175.751037597656,,,0.581897407275538,0.552299497482608,,,0.290948703637769,0.276149748741304,,,22.5401626254712,21.6418945023738
D04,EK27,UBE3A,634.053466796875,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,12681.0693359375,,,650.643615722656,617.694091796875,13993,5830,8163,831,1152,4999,7011,0.807252032500799,,,,,,,,1750,,,,,,,,,,,,,,4860.17351208224,908.505488057238,2554.9161633996,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,642.488586425781,625.678466796875,,,,,,,,,,,,
D05,EK03,PWSIC,267.524719238281,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,5350.494140625,,,277.490356445313,257.642822265625,13786,2804,10982,1086,1718,4092,6890,5.61776116948938,0.965666949748993,,,1.01025342359041,0.921080428877824,2,,1750,,,UBE3A,0.482833463117059,,,0.505126711795206,0.460540214438912,32.5615434994363,,,33.5754282805884,31.5476587182842,7992.31108818109,641.291508282974,2136.45028545071,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,272.598663330078,262.472564697266,,,0.988414548474125,0.94291930399411,,,0.494207274237063,0.471459651997055,,,33.0788182207996,32.044268778073
D05,EK03,UBE3A,554.072448730469,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,11081.44921875,,,569.403564453125,538.938537597656,13786,5178,8608,1086,1718,4092,6890,5.61776116948938,,,,,,,,1750,,,,,,,,,,,,,,4926.29516577988,931.914704524895,2432.19774734938,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,561.869506835938,546.326721191406,,,,,,,,,,,,
D06,EK11,PWSIC,250.008392333984,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,5000.16796875,,,259.512359619141,240.580596923828,14051,2690,11361,927,1763,3770,7591,4.31341846591463,1.04454469680786,,,1.09423319286018,0.994856264891778,2,,1750,,,UBE3A,0.522272364437991,,,0.547116596430092,0.497428132445889,34.3087332227048,,,35.380846932312,33.2366195130976,8216.44127719128,663.113842124324,2109.16400227877,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,254.847763061523,245.188842773438,,,1.06989544333464,1.01919401441732,,,0.534947721667321,0.50959700720866,,,34.8557183041536,33.7617481412559
D06,EK11,UBE3A,478.693511962891,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,9573.8701171875,,,492.5595703125,464.989044189453,14051,4697,9354,927,1763,3770,7591,4.31341846591463,,,,,,,,1750,,,,,,,,,,,,,,5114.90137155365,949.128165521758,2341.67223702783,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,485.747619628906,471.681488037109,,,,,,,,,,,,
D07,EK19,PWSIC,0,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.25262176990509,0,13954,0,13954,0,0,5481,8473,0,0,,,,,2,,1750,,,UBE3A,,,,,,,,,,,0,651.551292387722,651.551292387718,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,0.115426912903786,0,,,,,,,,,,,,
D07,EK19,UBE3A,586.919494628906,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,11738.3896484375,,,602.725158691406,571.323364257813,13954,5481,8473,0,0,5481,8473,0,,,,,,,,1750,,,,,,,,,,,,,,4861.03685111422,859.909642875399,2431.51479038557,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,594.957092285156,578.936462402344,,,,,,,,,,,,
D08,EK27,PWSIC,0.302570700645447,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,6.05141401290894,,,0.713510692119598,0.0912925153970718,15555,4,15551,2,2,6820,8731,0.03310883117707,0.000891034316737205,,,0.00180746397523299,0,2,,1750,,,UBE3A,0.000445517152196303,,,0.000903731987616493,0,0.0445318755052732,,,0.0903125578020842,0,3976.07763671875,655.246360432932,656.100318973926,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,0.483318209648132,0.173741713166237,,,0.00134699829580681,0.000435070312978403,,,0.000673499147903404,0.000217535156489201,,,0.0673097746653662,0.0217539763451802
D08,EK27,UBE3A,679.144897460938,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13582.8984375,,,695.600341796875,662.91650390625,15555,6822,8733,2,2,6820,8731,0.03310883117707,,,,,,,,1750,,,,,,,,,,,,,,4847.00071501138,867.389602512616,2612.73881559308,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,687.511779785156,670.837097167969,,,,,,,,,,,,
D09,EK03,SNORD107,591.158386230469,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,11823.16796875,,,606.849609375,575.673645019531,14287,5643,8644,2172,3471,3301,5343,2.27120082261946,2.08064436912537,,,2.15880163364419,2.00248712976136,2,,1750,,,UBE3A,1.04032219085139,,,1.0794008168221,1.00124356488068,50.9881329290097,,,51.9268652674518,50.0494005905676,8939.01139149859,486.175153627268,3824.82951705614,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,599.137878417969,583.232543945313,,,2.12051876439494,2.04076999901062,,,1.06025938219747,1.02038499950531,,,51.4670567854498,50.5092090725695
D09,EK03,UBE3A,568.245483398438,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,11364.91015625,,,583.546264648438,553.14111328125,14287,5473,8814,2172,3471,3301,5343,2.27120082261946,,,,,,,,2000,,,,,,,,,,,,,,5116.90923442175,1077.32117730321,2624.78848580812,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,576.027160644531,560.514953613281,,,,,,,,,,,,
D10,EK11,SNORD107,549.688720703125,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,10993.7744140625,,,565.068420410156,534.507507324219,13564,5063,8501,1961,3102,3133,5368,13.1297776189334,1.98448348045349,,,2.062386009303,1.90658094476463,2,,1750,,,UBE3A,0.992241738516907,,,1.0311930046515,0.953290472382313,49.8052881502004,,,50.7866688441247,48.823907456276,8276.6914273706,516.962635036245,3413.41699035833,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,557.510375976563,541.918701171875,,,2.02422807055788,1.94473888350975,,,1.01211403527894,0.972369441754873,,,50.3059724750387,49.3046038253621
D10,EK11,UBE3A,553.986694335938,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,11079.734375,,,569.442138671875,538.731689453125,13564,5094,8470,1961,3102,3133,5368,13.1297776189334,,,,,,,,2000,,,,,,,,,,,,,,5234.44076819658,1058.54471505445,2626.81473088356,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,561.846801757813,546.178833007813,,,,,,,,,,,,
D11,EK19,SNORD107,566.245971679688,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,11324.919921875,,,580.909729003906,551.7626953125,15478,5913,9565,2219,3694,3670,5895,0,2.01046800613403,,,2.08371524568499,1.93722077722263,2,,1750,,,UBE3A,1.0052340057269,,,1.04185762284249,0.968610388611315,50.130508601788,,,51.0413255705314,49.2196916330447,8943.64543349267,493.539416765531,3721.70047613416,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,573.704650878906,558.834289550781,,,2.04783760389405,1.97309841901357,,,1.02391880194703,0.986549209506783,,,50.5951931631487,49.6658240404274
D11,EK19,UBE3A,563.297668457031,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,11265.953125,,,577.913024902344,548.861694335938,15478,5889,9589,2219,3694,3670,5895,0,,,,,,,,2000,,,,,,,,,,,,,,5163.77054412888,1076.21571931711,2631.43024078736,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,570.731811523438,555.910278320313,,,,,,,,,,,,
D12,EK27,SNORD107,220.833236694336,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,4416.66455078125,,,229.618011474609,212.113586425781,14333,2453,11880,1122,1331,5424,6456,0.308836897499613,0.615327000617981,,,0.644031448039748,0.586622575007304,2,,1750,,,UBE3A,0.307663505761763,,,0.322015724019874,0.293311287503652,23.5277274624665,,,24.367046401411,22.688408523522,8939.93042469919,505.70450534949,1949.16757519982,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,225.307067871094,216.376373291016,,,0.629971736696881,0.600682286350171,,,0.314985868348441,0.300341143175085,,,23.9559398465239,23.0995150784092
D12,EK27,UBE3A,717.775207519531,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,14355.50390625,,,735.568298339844,700.247131347656,14333,6546,7787,1122,1331,5424,6456,0.308836897499613,,,,,,,,2000,,,,,,,,,,,,,,5076.06283816423,981.99877473511,2851.79179498257,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,726.819641113281,708.799682617188,,,,,,,,,,,,
E01,EK04,PWSIC,434.778289794922,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,8695.5654296875,,,447.665740966797,422.030517578125,14471,4471,10000,1808,2663,4034,5966,0.599548614695181,1.42958867549896,,,1.48571824205025,1.37345917033551,2,,1750,,,UBE3A,0.714794353096439,,,0.742859121025124,0.686729585167753,41.6839693812684,,,42.6383846223039,40.7295541402329,8017.1646041307,640.743806796265,2919.78308430868,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,441.335906982422,428.257049560547,,,1.45822523952059,1.40095217286516,,,0.729112619760296,0.700476086432581,,,42.1708991846404,41.1970395778964
E01,EK04,UBE3A,608.256469726563,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,12165.12890625,,,624.13525390625,592.589233398438,14471,5842,8629,1808,2663,4034,5966,0.599548614695181,,,,,,,,1750,,,,,,,,,,,,,,4989.12245440981,977.890045883951,2597.24045225587,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,616.331115722656,600.236938476563,,,,,,,,,,,,
E02,EK12,PWSIC,0.0808987841010094,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,1.61797571182251,,,0.386422783136368,0.00339763704687357,14543,1,14542,1,0,5836,8706,0.0808987853380151,0.000268034782493487,,,0.000902594536760268,0,2,,1750,,,UBE3A,0.000134017392207981,,,0.000451297268380134,0,0.0133999433953285,,,0.0451194285174844,0,6825.8232421875,650.580879961669,651.005499528624,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,0.201367393136024,0.0219230204820633,,,0.000565324527193335,0,,,0.000282662263596667,0,,,0.0282604471353764,0
E02,EK12,UBE3A,603.643920898438,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,12072.87890625,,,619.405578613281,588.090637207031,14543,5837,8706,1,0,5836,8706,0.0808987853380151,,,,,,,,1750,,,,,,,,,,,,,,4921.87635783094,867.419049193551,2494.72203417027,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,611.659240722656,595.682861328125,,,,,,,,,,,,
E03,EK20,PWSIC,634.004455566406,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,12680.0888671875,,,650.668273925781,617.573425292969,13869,5778,8091,2486,3292,3443,4648,4.03240585674522,1.93244540691376,,,2.00334800098335,1.86154286103559,2,,1750,,,UBE3A,0.966222715504736,,,1.00167400049168,0.930771430517796,49.1410615839978,,,50.0580557300328,48.2240674379628,8156.64933443581,650.26899250593,3777.5215424858,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,642.476928710938,625.592590332031,,,1.96861848407491,1.89627237794404,,,0.984309242037454,0.948136188972018,,,49.6088933976745,48.6732297703211
E03,EK20,UBE3A,656.168029785156,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13123.3603515625,,,673.210693359375,639.368774414063,13869,5929,7940,2486,3292,3443,4648,4.03240585674522,,,,,,,,1750,,,,,,,,,,,,,,5074.26167355784,1019.19449160021,2752.73644284592,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,664.832458496094,647.567016601563,,,,,,,,,,,,
